city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Funded Startup,1,53,1.0
city_143,0.74,Male,Has relevent experience,Full time course,High School,STEM,<1,10/49,Pvt Ltd,1,35,1.0
city_150,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,64,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,>4,76,1.0
city_114,0.926,Male,No relevent experience,Part time course,High School,STEM,2,1000-4999,Pvt Ltd,1,39,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,3,100-500,NGO,1,51,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,3,5000-9999,Pvt Ltd,1,40,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,never,18,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Early Stage Startup,1,20,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,65,1.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,15,10/49,Funded Startup,1,66,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,18,1000-4999,Pvt Ltd,1,8,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,32,1.0
city_48,0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,108,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,54,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Primary School,STEM,5,100-500,Pvt Ltd,4,32,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Public Sector,1,28,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,6,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,4,1000-4999,Pvt Ltd,1,43,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,100-500,Early Stage Startup,2,85,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,1,12,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,68,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,61,1.0
city_70,0.698,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,never,26,1.0
city_93,0.865,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,152,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Other,3,50-99,NGO,2,69,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,NGO,1,40,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,76,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,4,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,>4,42,1.0
city_83,0.923,Male,No relevent experience,no_enrollment,Masters,Humanities,1,10000+,Pvt Ltd,1,74,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,196,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,never,34,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,never,26,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,11,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,2,44,1.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,131,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Funded Startup,1,32,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,never,20,1.0
city_160,0.92,Male,No relevent experience,Full time course,High School,STEM,2,100-500,Pvt Ltd,1,143,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,1,22,1.0
city_128,0.527,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,96,1.0
city_100,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,50,1.0
city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,31,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,never,96,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,18,1.0
city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,35,1.0
city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,19,500-999,Pvt Ltd,1,31,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,12,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Arts,10,<10,Pvt Ltd,1,37,1.0
city_33,0.4479999999999999,Male,No relevent experience,Full time course,Masters,STEM,4,10000+,Pvt Ltd,never,66,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,1,122,1.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,2,80,1.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,>20,50-99,Funded Startup,2,32,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,NGO,3,31,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,2,10000+,Public Sector,never,17,1.0
city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,7,10000+,Public Sector,2,78,1.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,8,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,never,133,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,24,1.0
city_61,0.913,Other,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,1,145,1.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,78,1.0
city_73,0.754,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,never,124,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,32,1.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Early Stage Startup,1,128,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,34,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,67,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,73,1.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,4,15,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,96,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,76,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,3,31,1.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,Other,13,<10,Pvt Ltd,1,146,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Humanities,>20,100-500,Pvt Ltd,1,70,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,100-500,Pvt Ltd,1,19,1.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,>4,36,1.0
city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,never,127,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,3,29,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Early Stage Startup,1,144,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,5,1000-4999,Public Sector,1,39,1.0
city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,never,70,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,1,36,1.0
city_84,0.698,Male,Has relevent experience,Full time course,Masters,STEM,7,1000-4999,Pvt Ltd,1,45,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,<1,1000-4999,Pvt Ltd,never,26,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,38,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,69,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,11,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,STEM,6,10/49,Pvt Ltd,1,94,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,146,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,5000-9999,Public Sector,1,80,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,2,10/49,Funded Startup,never,28,1.0
city_74,0.579,Male,Has relevent experience,Part time course,Graduate,STEM,12,50-99,Funded Startup,2,48,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,20,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,1,9,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,5000-9999,Pvt Ltd,1,68,1.0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Early Stage Startup,1,90,1.0
city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,28,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,56,1.0
city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,1,38,1.0
city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,1,51,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,7,100-500,Pvt Ltd,>4,192,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10/49,Early Stage Startup,>4,20,1.0
city_53,0.74,Male,No relevent experience,Full time course,Graduate,STEM,4,<10,Early Stage Startup,never,228,1.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,never,18,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,never,44,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Public Sector,2,21,1.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,2,51,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,2,34,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,56,1.0
city_73,0.754,Female,No relevent experience,no_enrollment,Masters,Business Degree,20,1000-4999,Other,3,13,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,72,1.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,54,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,1,106,1.0
city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,1,500-999,Pvt Ltd,never,37,1.0
city_141,0.763,Female,No relevent experience,Full time course,High School,STEM,2,100-500,Pvt Ltd,never,51,1.0
city_103,0.92,Female,Has relevent experience,Part time course,Masters,Arts,3,10000+,Public Sector,1,40,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,18,10/49,Early Stage Startup,1,174,1.0
city_94,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,1,31,1.0
city_65,0.802,Male,No relevent experience,no_enrollment,High School,STEM,<1,500-999,Pvt Ltd,2,40,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,8,500-999,Pvt Ltd,2,69,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,<10,Public Sector,never,125,1.0
city_9,0.743,Male,Has relevent experience,Part time course,Graduate,Other,4,<10,Pvt Ltd,1,334,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,40,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,4,156,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,7,1.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,No Major,1,1000-4999,Pvt Ltd,1,62,1.0
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,1,46,1.0
city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,4,5000-9999,Public Sector,1,124,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,4,4,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,128,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,4,16,1.0
city_145,0.555,Male,No relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,>4,140,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,100-500,Pvt Ltd,>4,228,1.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,125,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,3,7,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,High School,STEM,3,500-999,Pvt Ltd,1,27,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,18,500-999,Pvt Ltd,>4,116,1.0
city_100,0.887,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Pvt Ltd,1,94,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,23,1.0
city_166,0.649,Male,No relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,2,10,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,67,1.0
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,4,1.0
city_42,0.563,Male,No relevent experience,Part time course,Graduate,STEM,2,50-99,Pvt Ltd,1,140,1.0
city_21,0.624,Male,Has relevent experience,Part time course,High School,STEM,1,<10,Pvt Ltd,never,10,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,1,5,1.0
city_133,0.742,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,never,220,1.0
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,10/49,Pvt Ltd,never,58,1.0
city_128,0.527,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,never,178,1.0
city_104,0.924,Other,No relevent experience,Full time course,High School,STEM,3,5000-9999,Pvt Ltd,1,22,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,43,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,2,500-999,Pvt Ltd,1,28,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,10,<10,Pvt Ltd,1,110,1.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,17,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Early Stage Startup,1,15,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,5,500-999,Pvt Ltd,never,51,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,46,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,>4,152,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,58,1.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,<10,Funded Startup,2,23,1.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,116,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,119,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,never,26,1.0
city_103,0.92,Other,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,2,91,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,36,1.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,12,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,15,1.0
city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Public Sector,2,88,1.0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,2,89,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,1,36,1.0
city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,53,1.0
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Public Sector,never,52,1.0
city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,never,24,1.0
city_75,0.939,Male,No relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,>4,334,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,25,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,No Major,2,50-99,Funded Startup,1,45,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,47,1.0
city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,10,10/49,Pvt Ltd,1,109,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,13,1.0
city_128,0.527,Female,Has relevent experience,no_enrollment,Masters,Other,10,<10,Pvt Ltd,2,18,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,NGO,>4,21,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,4,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,47,1.0
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,336,1.0
city_16,0.91,Male,No relevent experience,Full time course,Masters,Business Degree,3,500-999,Pvt Ltd,>4,12,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,6,1.0
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,11,<10,Early Stage Startup,2,22,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Other,1,58,1.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,2,54,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Public Sector,1,200,1.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Arts,2,100-500,Public Sector,2,35,1.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,4,72,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,3,112,1.0
city_21,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,10/49,Pvt Ltd,1,54,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,never,7,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,100-500,Funded Startup,1,78,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,148,1.0
city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,<10,NGO,1,33,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1,32,1.0
city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,6,<10,Pvt Ltd,1,45,1.0
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,158,1.0
city_173,0.878,Male,No relevent experience,no_enrollment,Masters,STEM,1,<10,Pvt Ltd,never,18,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,26,1.0
city_165,0.903,Male,No relevent experience,no_enrollment,High School,STEM,6,100-500,Pvt Ltd,never,178,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,4,14,1.0
city_74,0.579,Male,No relevent experience,Part time course,Primary School,STEM,11,100-500,Pvt Ltd,1,14,1.0
city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,2,10/49,Pvt Ltd,1,174,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,48,1.0
city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,13,1.0
city_53,0.74,Male,No relevent experience,no_enrollment,Masters,STEM,14,1000-4999,NGO,1,196,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,3,12,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12,1.0
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,6,1.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Funded Startup,1,37,1.0
city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,12,1.0
city_145,0.555,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,19,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,10/49,NGO,1,113,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,21,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,23,1.0
city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,4,10/49,Pvt Ltd,1,48,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,2,24,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,<10,Funded Startup,1,40,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,20,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,1,35,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,2,28,1.0
city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,4,43,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,134,1.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,80,1.0
city_90,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,13,50-99,Funded Startup,3,37,1.0
city_78,0.579,Male,No relevent experience,Part time course,Graduate,STEM,4,<10,Pvt Ltd,1,28,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Pvt Ltd,1,68,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,<10,Pvt Ltd,1,16,1.0
city_160,0.92,Male,No relevent experience,Full time course,High School,STEM,3,<10,Pvt Ltd,2,78,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Pvt Ltd,never,25,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1,51,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,168,1.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,202,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,2,196,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Funded Startup,1,24,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,40,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,32,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,78,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,1,87,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,26,1.0
city_9,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,never,22,1.0
city_83,0.923,Male,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,8,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,never,78,1.0
